,description,standard_dg_prime(kilojoule / mole),decompose,standard_dg(kilojoule / mole),is_formation
1173,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",16.172128611233756,,9.155470557647003,False
1174,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",19.385267309550628,,13.245971274027298,False
1175,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",13.49277419795953,,6.476116144372778,False
1176,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",19.249894901043895,,13.110598865520565,False
1177,"D-fructose 1,6-bisphosphate(aq) = 2 glycerone phosphate(aq)",17.915009825845505,,11.775713790322175,False
1178,all-trans-retinal(aq) = 11-cis-retinal(aq),7.6961455549881865,,7.6961455549881865,False
1179,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),24.008176945955995,,71.4611013825866,False
1180,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),22.795130176222468,,71.58325357484085,False
1181,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),22.188875071366873,,71.5543299708244,False
1182,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),21.624511567967428,,71.56591293168759,False
1183,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),23.477019589381328,,71.57001279210654,False
1184,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),25.42793956049441,,71.58916088109568,False
1185,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),24.669450382123333,,71.65470406313051,False
1186,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),26.324866316200286,,71.47267094826313,False
1187,D-mannitol 1-phosphate(aq) + NAD(aq) = D-fructose 6-phosphate(aq) + NADH(aq),13.088912472163612,,55.53226319340588,False
1188,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),19.385063733716834,,72.9942453862252,False
1189,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),20.75614566455227,,72.47711828526997,False
1190,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),23.565809336794445,,73.27753933575079,False
1191,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),20.75614566455227,,72.47711828526997,False
1192,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-5.0674924893748,,-4.870752391236309,False
1193,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-4.513820709174308,,-4.438850461238271,False
1194,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-4.393750799893294,,-4.2720184745321,False
1195,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-5.746515684776006,,-3.420492008075917,False
1196,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-4.297439610133221,,-3.003614671228515,False
1197,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-3.590747677145644,,-3.5511155845904634,False
1198,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-3.743848198106079,,-3.6877747842324027,False
1199,L-alanine(aq) + hydroxypyruvate(aq) = L-serine(aq) + pyruvate(aq),-4.407892985558884,,-4.312825928245867,False
1200,D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq),1.0321694545976174,,1.1294332531588611,False
1201,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.8574077349915883,,0.6888247580025877,False
1202,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),3.103055093324636,,4.067577182152812,False
1203,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.6331492670471857,,5.732374563634705,False
1204,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.93671696175554,,2.2985678416504,False
1205,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.1159513524452445,,8.616291310352857,False
1206,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.93671696175554,,4.4395580379841455,False
1207,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.93671696175554,,3.2560856823667774,False
1208,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.1159513524452445,,6.744202617537234,False
1209,ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq),19.423747856275384,,65.15210077808436,False
1210,D-glucose(aq) = D-fructose(aq),0.5164242142439844,,0.5156717001019343,False
1211,citrate(aq) = acetate(aq) + oxaloacetate(aq),1.113150043726076,,-2.1594217037526597,False
1212,isocitrate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + carbon dioxide(aq),0.6731102909237474,,42.98422310284987,False
1213,sucrose(aq) + orthophosphate(aq) =-D-glucose 1-phosphate(aq) + D-fructose(aq),-8.547780568222302,,-8.574051200263776,False
1214,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",6.426536273023751,,56.10503423389702,False
1215,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",3.1184239875919086,,58.20140980895616,False
1216,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",8.046711285064818,,54.85784999969647,False
1217,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",11.361133345867998,,52.387429210096386,False
1218,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",11.601236511041828,,49.73306941744442,False
1219,D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq),-0.07485685380964963,,0.38173856937925127,False
1220,D-mannose 6-phosphate(aq) = D-fructose 6-phosphate(aq),0.02490097844453531,,0.2945899909842784,False
1221,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),7.125385105047458,,6.8987988694794655,False
1222,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),5.464653804102927,,6.810698747210171,False
1223,orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),-6.801765171783232,,-55.919008947382096,False
1224,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),-13.80571649220548,,-13.387470645867392,False
1225,2 ADP(aq) = AMP(aq) + ATP(aq),2.4633857801220076,,46.319379597727405,False
1226,2 ADP(aq) = AMP(aq) + ATP(aq),0.20658848392002963,,44.375496097891244,False
1227,2 ADP(aq) = AMP(aq) + ATP(aq),-0.6116270708752134,,44.11343579117283,False
1228,2 ADP(aq) = AMP(aq) + ATP(aq),-0.14436859089402776,,45.6708323881087,False
1229,2 ADP(aq) = AMP(aq) + ATP(aq),0.20658848392002963,,46.04373373111952,False
1230,2 ADP(aq) = AMP(aq) + ATP(aq),2.672887405471119,,47.82601041134423,False
1231,2 ADP(aq) = AMP(aq) + ATP(aq),2.982994925277253,,47.67983774946107,False
1232,2 ADP(aq) = AMP(aq) + ATP(aq),1.6201855446981366,,45.56406377027026,False
1233,2 ADP(aq) = AMP(aq) + ATP(aq),-0.32463909518706024,,45.34855311593869,False
1234,2 ADP(aq) = AMP(aq) + ATP(aq),0.9922338316565521,,46.771224986335696,False
1235,2 ADP(aq) = AMP(aq) + ATP(aq),1.9239483068756345,,47.4702954653612,False
1236,2 ADP(aq) = AMP(aq) + ATP(aq),2.8230925750359965,,47.73170002310921,False
1237,2 ADP(aq) = AMP(aq) + ATP(aq),2.672887405471119,,46.51576519775348,False
1238,2 ADP(aq) = AMP(aq) + ATP(aq),1.7674145859772352,,45.6350178737398,False
1239,"D-glucose 6-phosphate(aq) + NADP(aq) = D-glucono-1,5-lactone 6-phosphate(aq) + NADPH(aq)",-9.789706145115884,,40.02774422932855,False
1240,"D-glucose 6-phosphate(aq) + NADP(aq) = D-glucono-1,5-lactone 6-phosphate(aq) + NADPH(aq)",-0.6500406542976641,,42.052780313375,False
1241,D-xylose(aq) = D-xylulose(aq),4.138701594885623,,4.138735774915409,False
1242,D-xylose(aq) = D-xylulose(aq),3.4834326193192986,,3.4835310374889126,False
1243,D-xylose(aq) = D-xylulose(aq),3.0006044230383044,,3.0008149035490637,False
1244,D-xylose(aq) = D-xylulose(aq),4.4919867875931105,,4.492005451092983,False
1245,D-xylose(aq) = D-xylulose(aq),2.6509449980895123,,2.6512944075770815,False
1246,D-xylose(aq) = D-xylulose(aq),3.7893440452373897,,3.7894050730732305,False
1247,(3S)-3-hydroxyhexanoyl-CoA(aq) = trans-hex-2-enoyl-CoA(aq) + H2O(l),1.029492075118688,,1.0298567811508037,False
1248,UDPglucose(aq) + D-fructose(aq) = UDP(aq) + sucrose(aq),-0.6500406542976641,,4.5201467099655925,False
1249,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.68782876678261,,72.52576503180768,False
1250,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),19.64610773936433,,72.11131429176329,False
1251,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.232211466400603,,71.95580959603205,False
1252,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.74935847042381,,72.58729473544888,False
1253,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.72077015516602,,72.67303681281687,False
1254,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.72077015516602,,72.50153835226156,False
1255,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),19.00667792141306,,72.50157446893266,False
1256,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),19.17723674614692,,72.50058281732387,False
1257,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),19.11536317546493,,72.267135805116,False
1258,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),22.675414788734017,,72.61681615245418,False
1259,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),23.31752105733019,,72.62531037369516,False
1260,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),26.018359998336294,,72.23871613829438,False
1261,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.68315840441948,,72.29241013922649,False
1262,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.812455209397342,,72.42170694420435,False
1263,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),18.027023606775906,,72.32223993122699,False
1264,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",-13.98197594023063,,-20.578406641565994,False
1265,"D-fructose 1,6-bisphosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + orthophosphate(aq)",-13.296673118737017,,-20.501159651482503,False
1266,(3R)-3-hydroxybutanoyl-CoA(aq) = cis-but-2-enoyl-CoA(aq) + H2O(l),4.248630027598901,,4.249021185629582,False
1267,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),6.48468152615659,,49.3556523629817,False
1268,(3S)-3-hydroxybutanoyl-CoA(aq) = trans-but-2-enoyl-CoA(aq) + H2O(l),3.0669903081000407,,3.0673814661307213,False
1269,L-alanine(aq) + NAD(aq) + H2O(l) = pyruvate(aq) + NADH(aq) + ammonia(aq),22.057951139187953,,85.70715474226854,False
1270,(R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),5.1735848362047365,,55.21710792183872,False
1271,D-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + D-glutamate(aq),1.359892401091404,,0.02881252499870257,False
1272,L-iditol(aq) + NAD(aq) = L-sorbose(aq) + NADH(aq),4.167389093642354,,50.56726612185972,False
1273,indole-3-lactate(aq) + NAD(aq) = indole-3-pyruvate(aq) + NADH(aq),-16.61285341647405,,28.189696110709097,False
1274,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.221987072820747,,-4.211762320520302,False
1275,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.238826035040119,,-4.153821990774445,False
1276,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.240356849787335,,-4.155727413206509,False
1277,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.023273687606372,,-3.9607676294588954,False
1278,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.9649579565154407,,-3.907749662201645,False
1279,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.8592955533736966,,-3.806880311785532,False
1280,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.786495358570805,,-3.7805441046159998,False
1281,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.6858664664955048,,-3.640825267515233,False
1282,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.544174842514144,,-3.5070003566534127,False
1283,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.4286135880119324,,-3.39424358689971,False
1284,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.348151975571433,,-3.319028910265736,False
1285,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.2461975620755004,,-3.2170744967698033,False
1286,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.003461390022546,,-2.9809516457259755,False
1287,fumarate(aq) + H2O(l) = (S)-malate(aq),-2.9128441185281813,,-2.8909828048456174,False
1288,fumarate(aq) + H2O(l) = (S)-malate(aq),-2.92221922029364,,-2.901138426150253,False
1289,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.421726516860921,,-3.4177478471277634,False
1290,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.4530238804346793,,-3.419316602886718,False
1291,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.07473647723451,,-4.00753167696415,False
1292,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.2434184792817655,,-4.159532686908514,False
1293,fumarate(aq) + H2O(l) = (S)-malate(aq),-4.016190459283123,,-4.0089211328766075,False
1294,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.6409088999033004,,-3.6359479178952854,False
1295,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.6409088999033004,,-3.6359479178952854,False
1296,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.2408408004219105,,-3.2374885542023897,False
1297,fumarate(aq) + H2O(l) = (S)-malate(aq),-2.983108795898483,,-2.980365654183226,False
1298,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.6972309057549984,,-3.6537995213829566,False
1299,UDPglucose(aq) = UDPgalactose(aq),2.705755378199231,,2.705755378199231,False
1300,(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq),27.124763675370676,,72.08154222848395,False
1301,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),59.38241272004969,,98.33176925625239,False
1302,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),50.69447194986544,,96.8738617348989,False
1303,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),46.31951876074317,,94.0579366680787,False
1304,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),44.63497566258193,,93.40401521542688,False
1305,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),46.287131025041745,,95.8939538056649,False
1306,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),42.465891118992374,,94.67993921593686,False
1307,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),40.81832820733769,,93.26932038838919,False
1308,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),44.3248681427758,,93.21408700849058,False
1309,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),45.40342373205313,,95.54545437462936,False
1310,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),46.223598659429726,,94.81200075106348,False
1311,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),43.92220693630048,,93.70766423067002,False
1312,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),50.69447194986544,,94.32742802794954,False
1313,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),43.47048221566652,,94.56038431741439,False
1314,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),45.79287089920622,,94.32095636673934,False
1315,L-glutamate(aq) + NAD(aq) + H2O(l) = 2-oxoglutarate(aq) + NADH(aq) + ammonia(aq),46.70688592791403,,95.05368786239698,False
1316,N-acetyl-D-glucosamine 1-phosphate(aq) = N-acetyl-D-glucosamine 6-phosphate(aq),-4.6179849968567845,,-4.606809205484432,False
1317,orotidine 5'-phosphate(aq) + pyrophosphate(aq) = orotate(aq) + 5-phospho--D-ribose 1-diphosphate(aq),-5.331221160885992,,-58.88053535938808,False
1318,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),-1.8690711233146462,,35.72132096056868,False
1319,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),-2.2054602696266166,,35.25027740652233,False
1320,ATP(aq) + L-arginine(aq) = ADP(aq) + N-w-phospho-L-arginine(aq),-0.4593001813187457,,37.38022701057893,False
1321,2 ADP(aq) = AMP(aq) + ATP(aq),2.1853870438983973,,45.89892118465655,False
1322,chorismate(aq) + ammonia(aq) = 2-amino-2-deoxyisochorismate(aq) + H2O(l),-2.4332236483278815,,-5.534288660000328,False
1323,chorismate(aq) = isochorismate(aq),1.4812167957526448,,1.4812338798947315,False
1324,D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),3.1463728608924466,,3.1464770455554767,False
1325,L-histidine(aq) = urocanate(aq) + ammonia(aq),-2.7311116527552564,,-0.7644722788046145,False
1326,L-histidine(aq) = urocanate(aq) + ammonia(aq),-2.117632078183367,,0.06792313957006524,False
1327,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),-10.261684281754198,,-10.001577542555493,False
1328,D-glucose 6-phosphate(aq) + H2O(l) = D-glucose(aq) + orthophosphate(aq),-10.307824746285302,,-5.616111389587221,False
1329,1-octanol(aq) + NAD(aq) = octanal(aq) + NADH(aq),16.878694507518073,,67.45281475558002,False
1330,cis-3-hexene-1-ol(aq) + NAD(aq) = cis-3-hexenal(aq) + NADH(aq),17.928747916408724,,68.50286816447021,False
1331,propionyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-propionylcarnitine(aq),-0.6500406542976641,,-0.6485551906873986,False
1332,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),-1.0045910966741527,,-1.002964279337311,False
1333,pyridoxamine(aq) + pyruvate(aq) = pyridoxal(aq) + L-alanine(aq),-0.47228605440592003,,-1.1770207774832853,False
1334,D-glucose(aq) = D-fructose(aq),-0.16903411720244418,,-0.17413009593798376,False
1335,D-glucose(aq) = D-fructose(aq),-0.3561502287365514,,-0.36631416999459393,False
1336,D-glucose(aq) = D-fructose(aq),-0.564868657422758,,-0.5843911918329153,False
1337,D-glucose(aq) = D-fructose(aq),-0.10591834541642965,,-0.10947266469398455,False
1338,D-glucose(aq) = D-fructose(aq),-0.27955070996492914,,-0.28678290588752653,False
1339,D-glucose(aq) = D-fructose(aq),-0.49070115045597396,,-0.5048515091658863,False
1340,ATP(aq) + acetate(aq) + CoA(aq) = AMP(aq) + diphosphate(aq) + acetyl-CoA(aq),-2.559953980786848,,41.437455549272634,False
1341,fumarate(aq) + H2O(l) = (S)-malate(aq),-3.6139032335384234,,-3.611912123794213,False
1342,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),-16.180178873448067,,-16.177050054391298,False
1343,D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq),-10.543111195828208,,40.80957429438404,False
1344,UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),-20.908679290057727,,-11.83319493311543,False
1345,UDPglucose(aq) + D-fructose 6-phosphate(aq) = UDP(aq) + sucrose 6-phosphate(aq),-10.26581109317348,,-9.814887502728622,False
1346,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),3.3935162777267545,,-4.138821048135973,False
1347,O-phospho-L-serine(aq) + 2-oxoglutarate(aq) = 3-phosphonooxypyruvate(aq) + L-glutamate(aq),9.349649420424477,,10.610454458847677,False
1348,D-lyxose(aq) = D-xylulose(aq),3.64130812983124,,3.6411022605280245,False
1349,xanthosine(aq) + orthophosphate(aq) = xanthine(aq) + D-ribose 1-phosphate(aq),10.75758344080382,,10.34624140428324,False
1350,D-glyceraldehyde 3-phosphate(aq) + orthophosphate(aq) + NAD(aq) = 3-phospho-D-glyceroyl phosphate(aq) + NADH(aq),7.854288240217277,,65.4688858985848,False
1351,D-glucose(aq) = D-fructose(aq),-0.21306483380090474,,-0.5458068036744004,False
1352,4-aminobutanoate(aq) + 2-oxoglutarate(aq) = 4-oxobutanoate(aq) + L-glutamate(aq),7.8949254695888476,,6.812337591865478,False
1353,(R)-lactate(aq) + NAD(ox)(aq) = pyruvate(aq) + NAD(red)(aq),13.873277469936028,,62.72001780390812,False
1354,D-2-hydroxy-n-butanoate(aq) + NAD(ox)(aq) = 2-oxobutanoate(aq) + NAD(red)(aq),14.563825181798439,,63.410526221434836,False
1355,D-glucosamine 6-phosphate(aq) + H2O(l) = D-fructose 6-phosphate(aq) + ammonia(aq),4.889535553125678,,3.6277095895747733,False
1356,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),1.8185014783618438,,0.21531249408992004,False
1357,L-alanine(aq) + 2-oxoglutarate(aq) = pyruvate(aq) + L-glutamate(aq),1.8794943168110088,,0.20973287585438882,False
1358,D-psicose(aq) = D-altrose(aq),3.3331704154154522,,3.332829992228085,False
1359,D-psicose(aq) =-D-allose(aq),-2.0180392319550537,,-2.0181337997788478,False
1360,D-psicose(aq) =-D-allose(aq),-2.2739115902173963,,-2.2740930453438906,False
1361,D-psicose(aq) =-D-allose(aq),-2.89177448139878,,-2.8924134007256685,False
1362,D-psicose(aq) =-D-allose(aq),-3.1981248775348643,,-3.1992333184097372,False
1363,D-psicose(aq) =-D-allose(aq),-2.591552466669131,,-2.5918928898564983,False
1364,methylitaconate(aq) = dimethylmaleate(aq),-3.1235846039669095,,-3.118233285102596,False
1365,L-rhamnose(aq) = L-rhamnulose(aq),-1.0450240772546988,,-1.047400088224482,False
1366,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),4.788058446156023,,52.21572498431204,False
1367,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),4.509674033246396,,53.68819867837047,False
1368,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),8.284866660366601,,53.105256783056504,False
1369,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),9.042491212560753,,53.37339915337518,False
1370,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),14.053800677222807,,51.47819468774033,False
1371,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),6.523120202329297,,52.907170977612026,False
1372,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),11.559860296064947,,50.69579894678079,False
1373,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),7.129042822089753,,54.108718629152655,False
1374,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),11.60305127094023,,52.81081600822506,False
1375,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),2.9008660529678987,,54.213575758323145,False
1376,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),4.309262141341459,,52.00760634002207,False
1377,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),14.454468017011902,,50.40086674596377,False
1378,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),2.3915794193361193,,54.125079132139795,False
1379,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),3.0499618802453803,,53.554129214982225,False
1380,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),7.390209074056942,,53.593884387056335,False
1381,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),16.737399353013547,,59.276610962548276,False
1382,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),13.621366626890289,,53.32849807976113,False
1383,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),2.3808143613505295,,51.80207246566283,False
1384,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),10.722023941977104,,52.68360363286876,False
1385,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),6.585116197252139,,53.55253605703279,False
1386,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),6.585116197252139,,53.55253605703279,False
1387,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),4.308021516865973,,54.28852014413686,False
1388,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),9.77072567951758,,52.745423878429406,False
1389,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),5.419685986684775,,53.159940917875296,False
1390,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),5.583324735250565,,53.97480183698722,False
1391,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),2.166159024175807,,54.62655111890441,False
1392,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),5.788087021032835,,53.5744262772766,False
1393,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),1.476716110591332,,53.703722063092364,False
1394,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),11.956481476880198,,52.63547503631209,False
1395,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),17.008978119085484,,60.18944891966832,False
1396,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),1.4220212834661767,,54.244603615070915,False
1397,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),8.289521709540276,,52.57164757293241,False
1398,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),2.3106124831132933,,53.17227129403586,False
1399,2-propanol(aq) + NADP(ox)(aq) = acetone(aq) + NADP(red)(aq),1.8955490809996673,,53.86661987746856,False
