,description,standard_dg_prime(kilojoule / mole),decompose,standard_dg(kilojoule / mole),is_formation
3427,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",-21.846545637020668,,31.365268499894725,False
3428,"ATP(aq) + D-fructose 6-phosphate(aq) = ADP(aq) + D-fructose 1,6-bisphosphate(aq)",-19.665849887643624,,31.090613569045495,False
3429,ATP(aq) = adenosine 3':5'-(cyclic)phosphate(aq) + diphosphate(aq),3.442433863292947,,43.85921210165786,False
3430,citrate(aq) = cis-aconitate(aq) + H2O(l),7.523447323268854,,7.522232860893723,False
3431,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),2.932969855257511,,46.82273759044239,False
3432,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),2.557447006671303,,46.8276482103088,False
3433,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.601236511041828,,48.22653070291883,False
3434,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.601236511041828,,48.47372125991247,False
3435,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),8.30531521760036,,48.19197656463114,False
3436,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),8.238133196254786,,48.3127936821218,False
3437,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),6.426536273023751,,47.54294565036762,False
3438,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),3.8143550020392136,,48.91518141975124,False
3439,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),0.6259180175028367,,47.6460532234862,False
3440,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),-0.6609418894862885,,49.65315574990503,False
3441,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),-2.50217652515084,,49.050395170093005,False
3442,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),5.341318074202168,,53.570168904109345,False
3443,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),4.463872035208994,,53.674229733759574,False
3444,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),4.319879902286122,,53.587978836777665,False
3445,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),0.3220348254234715,,50.10977687817551,False
3446,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),1.6908292209720786,,49.15302401728921,False
3447,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.704074320320384,,48.12929386337163,False
3448,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),4.294080439671245,,50.63058551937429,False
3449,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),8.671054325023388,,46.38865604637547,False
3450,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),3.1184239875919086,,52.61748393603196,False
3451,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),-0.847632951398599,,49.65658334767911,False
3452,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),-0.847632951398599,,49.65658334767911,False
3453,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),4.433879701785672,,50.570558753569415,False
3454,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),1.2452196779522313,,47.560114180912045,False
3455,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),7.868813169252257,,48.17786997411857,False
3456,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),3.915014213704441,,50.50567316690527,False
3457,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),0.6052708785451313,,45.57911392347854,False
3458,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),-1.3367462203119196,,49.40409888464636,False
3459,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),3.5951579858942977,,48.881060695580196,False
3460,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),2.8530913384392584,,46.91567657203946,False
3461,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),3.1184239875919086,,48.635599829822894,False
3462,ethanol(aq) + NAD(aq) = acetaldehyde(aq) + NADH(aq),20.650698836038483,,65.98207844270007,False
3463,1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole = Fumarate + 1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,15.656983478326271,,4.246423559879947,False
3464,2 ADP(aq) = AMP(aq) + ATP(aq),2.42207459816457,,41.858957341115186,False
3465,2 ADP(aq) = AMP(aq) + ATP(aq),2.4888205953083427,,41.957308169227105,False
3466,2 ADP(aq) = AMP(aq) + ATP(aq),0.09944550153392237,,39.982601597467465,False
3467,2 ADP(aq) = AMP(aq) + ATP(aq),-0.5240277767674199,,39.72616824200809,False
3468,2 ADP(aq) = AMP(aq) + ATP(aq),-0.20993546063696608,,40.49108912025408,False
3469,2 ADP(aq) = AMP(aq) + ATP(aq),1.8392927745289849,,44.00808128825213,False
3470,2 ADP(aq) = AMP(aq) + ATP(aq),0.6685491505481842,,41.95524936532911,False
3471,2 ADP(aq) = AMP(aq) + ATP(aq),1.5930148999773897,,41.34968290767392,False
3472,2 ADP(aq) = AMP(aq) + ATP(aq),0.9395033064377765,,42.69150675263753,False
3473,L-alanine(aq) = D-alanine(aq),-0.0,,-0.0,False
3474,ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),11.974331685460553,,62.874110236126825,False
3475,ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),6.853834548778565,,60.73574492426579,False
3476,ribitol(aq) + NAD(aq) = D-ribulose(aq) + NADH(aq),14.887663618996934,,62.17180336499573,False
3477,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),17.44002176770545,,102.29859071293166,False
3478,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),17.588461868804995,,103.02428504571431,False
3479,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),16.683846211229362,,103.29398668863166,False
3480,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),16.194241820869667,,103.20178916145873,False
3481,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),1.7173598229556049,,101.33204383305936,False
3482,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),11.409891689814021,,101.59491602000215,False
3483,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),12.868686373261877,,101.59806494524334,False
3484,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),21.433264473620863,,101.78684008328247,False
3485,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),17.281355713993392,,101.28586817819134,False
3486,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),4.390247228426724,,101.76391324876255,False
3487,ATP(aq) + pyruvate(aq) + orthophosphate(aq) = AMP(aq) + phosphoenolpyruvate(aq) + pyrophosphate(aq),6.55350891034673,,100.49837555692555,False
3488,L-histidine(aq) = urocanate(aq) + ammonia(aq),9.358845796903584,,11.025977875457134,False
3489,L-histidine(aq) = urocanate(aq) + ammonia(aq),9.157493247123725,,10.861743389485625,False
3490,L-histidine(aq) = urocanate(aq) + ammonia(aq),8.326919527979022,,10.07239280761656,False
3491,L-histidine(aq) = urocanate(aq) + ammonia(aq),6.054150143647755,,7.871202659169095,False
3492,L-histidine(aq) = urocanate(aq) + ammonia(aq),10.418932575035585,,12.060014146373492,False
3493,D-lyxose(aq) = D-xylulose(aq),2.372078105810708,,2.3712696193379017,False
3494,D-mannose(aq) = D-fructose(aq),-2.2574038933944998,,-2.258211209600578,False
3495,D-glucose(aq) = D-fructose(aq),-0.21946029631931702,,-0.2909031265336403,False
3496,3-hydroxybenzyl alcohol(aq) + NADP(aq) = 3-hydroxybenzaldehyde(aq) + NADPH(aq),4.319879902286122,,55.214182536816395,False
3497,L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),4.888120115130027,,4.889292477114941,False
3498,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-4.131954612845433,,-2.7782649168363633,False
3499,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-4.036649536110044,,-3.8320250595087053,False
3500,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-4.108469825636941,,-4.0647867935080875,False
3501,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-3.9375312589297757,,-2.000714368832926,False
3502,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-4.155218882364314,,-3.4969686791713928,False
3503,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),5.965989850554506,,50.086109361078826,False
3504,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),4.571617922125046,,50.498595681298085,False
3505,cyclohexanol(aq) + NAD(aq) = cyclohexanone(aq) + NADH(aq),-7.2952200424157185,,50.14274748283323,False
3506,acetyl-CoA(aq) + orthophosphate(aq) = CoA(aq) + acetyl phosphate(aq),12.365419272329536,,12.190985092834584,False
3527,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),18.965090378189508,,67.89731570543344,False
3528,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),13.250577292221106,,67.92608457222308,False
3529,(R)-3-hydroxybutanoate(aq) + NAD(aq) = 3-oxobutanoate(aq) + NADH(aq),-1.2557047222945388,,54.18241309398233,False
3530,D-sorbitol 6-phosphate(aq) + NADP(aq) = D-glucose 6-phosphate(aq) + NADPH(aq),3.6589380127998328,,60.626708835148996,False
3531,UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq),2.8704360695024738,,-4.363566139973515,False
3532,3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),5.253221124273054,,65.55357439187945,False
3533,3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),8.236216049550308,,62.81725318515248,False
3534,3-hydroxy-2-methylpropanoate(aq) + NAD(aq) = 2-methyl-3-oxopropanoate(aq) + NADH(aq),14.311645681134728,,63.15827367437969,False
3535,adenosine(aq) + orthophosphate(aq) = adenine(aq) + D-ribose 1-phosphate(aq),12.931986843654125,,12.510402446037313,False
3536,L-leucine(aq) + NAD(aq) + H2O(l) = 4-methyl-2-oxopentanoate(aq) + NADH(aq) + ammonia(aq),11.151326550306273,,81.86347472377378,False
3537,acetyl-CoA(aq) + formate(aq) = CoA(aq) + pyruvate(aq),16.683438676992843,,16.683653072172525,False
3539,L-homoserine(aq) + NAD(aq) = L-aspartate 4-semialdehyde(aq) + NADH(aq),11.726615038651257,,60.113461530839885,False
3540,L-homoserine(aq) + NADP(aq) = L-aspartate 4-semialdehyde(aq) + NADPH(aq),18.259588833357146,,69.91666509798596,False
3541,acetyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-acetylcarnitine(aq),-1.2035507485057302,,-1.2005711963722057,False
3543,L-aspartate(aq) + 2-oxoglutarate(aq) = oxaloacetate(aq) + L-glutamate(aq),4.248630027598901,,4.24403050421922,False
3544,"5,10-methenyltetrahydrofolate(aq) + H2O(l) = 10-formyltetrahydrofolate(aq)",-1.5107713390355753,,38.43080947631294,False
3545,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.104357493541819,,-6.161119402348284,False
3546,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.2697069289712255,,-6.325369532068486,False
3547,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.079848717623917,,-6.625213854748806,False
3548,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.104357493541819,,-6.658488257315192,False
3549,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.030123021651222,,-6.5933929382767795,False
3550,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.152688928763556,,-7.046385031207084,False
3551,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.152688928763556,,-7.037703741031951,False
3552,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.055105404402576,,-6.957900068309521,False
3553,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.20013349843038,,-7.100414354464282,False
3554,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.152688928763556,,-7.278212075599786,False
3555,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.176520032943861,,-7.315041211026815,False
3556,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.2697069289712255,,-7.405641573337896,False
3557,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.128636136710692,,-6.172929323257558,False
3558,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.128636136710692,,-6.175647702233614,False
3559,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.2697069289712255,,-6.839613073869708,False
3560,2-phospho-D-glycerate(aq) = 3-phospho-D-glycerate(aq),-6.20013349843038,,-7.325656645266609,False
3561,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-4.859651022143003,,47.99075336184955,False
3562,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),4.906943232152887,,46.91882469183369,False
3563,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.054905190609347,,47.19775525261183,False
3564,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.271722196579129,,46.62617276101431,False
3565,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.244038930924748,,46.66081277687047,False
3566,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),1.353905941770527,,46.70715037712099,False
3567,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.531270204643296,,46.84395034621752,False
3568,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.608156180866364,,47.07625427939494,False
3569,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.7170006152856483,,47.26238646706303,False
3570,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),4.540452397991602,,48.96225065013044,False
3571,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.299718274114489,,47.84424151704874,False
3572,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),7.69473183338921,,47.62179010775942,False
3573,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.065289160013878,,48.25116598885187,False
3574,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.295276805391089,,49.06991994648779,False
3575,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),4.90530062020008,,48.809209777129865,False
3576,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.102227738229536,,49.4544694782827,False
3577,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),4.200532275473859,,48.743077281166634,False
3578,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.4830697338435748,,48.27774622479153,False
3579,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.569930961539061,,50.079973375776035,False
3580,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.424078813982068,,48.717858011375476,False
3581,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.789431213189129,,48.14513922561834,False
3582,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.789431213189129,,48.14513922561834,False
3583,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.513077689605599,,48.691597102726796,False
3584,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.404710509936206,,49.37445254824571,False
3585,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.0366311981805203,,49.49105912889363,False
3586,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.468040014126594,,49.22256597158424,False
3587,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),1.8026038794501815,,48.8550805041526,False
3588,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),1.1783000201506588,,49.572868678018125,False
3589,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-3.2758913061164225,,48.70604281822574,False
3590,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-3.2758913061164225,,49.205682729201214,False
3591,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.375927394529541,,48.60767845545526,False
3592,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.9381180831210503,,49.33226731651305,False
3593,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-2.231137021310652,,48.90988127014469,False
3594,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.7543712558943545,,46.35735423125864,False
3595,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-1.8434433048569407,,49.4441038230111,False
3596,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.7049458449070105,,45.143655876965234,False
3597,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),6.989191535679199,,47.9625306501938,False
3598,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),4.3352323401334045,,48.877777345826175,False
3599,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-3.4923613822933235,,49.35804300169923,False
3600,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.033049688298883,,46.44982353424461,False
3601,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.0927544206762807,,47.43952788445058,False
3602,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),6.284227300464607,,49.40392476694339,False
3603,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),6.284227300464607,,49.40392476694339,False
3604,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.40516510262828,,47.76765346963371,False
3605,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.02887086078785,,49.38111260084101,False
3606,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.827539507382399,,50.45983611528024,False
3607,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),-2.6156524726873873,,49.45337979065805,False
3608,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.006087094257481,,47.003705532057865,False
3609,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.6875047133560774,,46.97345817409138,False
3610,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.065289160013878,,48.38305104939239,False
3611,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),3.375927394529541,,48.17060388547749,False
3612,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.707102343694508,,49.04088592705332,False
3613,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),2.88233904640256,,48.36161085442487,False
3614,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),1.2360363759409734,,49.74494280019231,False
3615,dihydro--lipoate(aq) + NAD(aq) =-lipoate(aq) + NADH(aq),5.120896819333796,,48.70060370901173,False
3616,adenine(aq) + 5-phospho--D-ribose 1-diphosphate(aq) = AMP(aq) + pyrophosphate(aq),-14.283430778970834,,21.847372666215435,False
3617,(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),32.42045469804818,,77.9588881094767,False
3618,(R)-glycerate(aq) + NAD(aq) = 2-hydroxy-3-oxopropanoate(aq) + NADH(aq),27.176702416709904,,78.48225181470653,False
3619,2 ADP(aq) = AMP(aq) + ATP(aq),0.3559658358472554,,44.9598813207852,False
3620,2 ADP(aq) = AMP(aq) + ATP(aq),0.27441586673632457,,44.65418096004493,False
3621,2 ADP(aq) = AMP(aq) + ATP(aq),-0.15017916641215062,,44.9993668257024,False
3622,2 ADP(aq) = AMP(aq) + ATP(aq),0.44323984666372357,,45.87387037683906,False
3623,2 ADP(aq) = AMP(aq) + ATP(aq),-0.11097922445266997,,44.90164405708331,False
3624,2 ADP(aq) = AMP(aq) + ATP(aq),0.05206937699533318,,45.240312416818185,False
3625,2 ADP(aq) = AMP(aq) + ATP(aq),-0.03583260397713198,,44.703944240671966,False
3626,2 ADP(aq) = AMP(aq) + ATP(aq),0.09449579179617595,,45.26907683260326,False
3627,2 ADP(aq) = AMP(aq) + ATP(aq),0.8899865748139538,,44.81178015887961,False
3628,2 ADP(aq) = AMP(aq) + ATP(aq),0.04419159246175532,,45.23243463228461,False
3629,2 ADP(aq) = AMP(aq) + ATP(aq),0.18981265253987348,,44.81201972240521,False
3630,2 ADP(aq) = AMP(aq) + ATP(aq),0.04944077248395447,,44.671647842349294,False
3631,2 ADP(aq) = AMP(aq) + ATP(aq),2.4937993035415147,,47.050174924238455,False
3632,2 ADP(aq) = AMP(aq) + ATP(aq),0.1430754886442678,,44.76235697294497,False
3633,2 ADP(aq) = AMP(aq) + ATP(aq),1.4397477336948823,,46.643009083794745,False
3634,2 ADP(aq) = AMP(aq) + ATP(aq),0.04681484612333111,,45.22295793903995,False
3635,-D-glucose 1-phosphate(aq) =-D-glucose 6-phosphate(aq),-7.385850755770332,,-7.367649751468048,False
3636,estradiol-17(aq) + NAD(aq) = estrone(aq) + NADH(aq),4.248630027598901,,47.11960086442401,False
3637,estradiol-17(aq) + NAD(aq) = estrone(aq) + NADH(aq),-7.16126166221512,,47.41979337747761,False
3638,estradiol-17(aq) + NAD(aq) = estrone(aq) + NADH(aq),-1.4563158173081099,,47.39049120301627,False
3639,estradiol-17(aq) + NAD(aq) = estrone(aq) + NADH(aq),-12.866207507122132,,47.43414755090712,False
3640,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.141936329723084,,50.36258532763395,False
3641,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),14.634256506338826,,53.8549055042497,False
3642,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),15.655694678254871,,54.876343676165746,False
3643,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),13.909534589947,,53.13018358785787,False
3644,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),15.09355668765757,,54.31420568556844,False
3645,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),10.579798339125782,,48.27123552387844,False
3646,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),13.909534589947,,49.06648198375389,False
3647,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),13.347396599349699,,52.56804559726057,False
3648,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.601236511041828,,47.92610494763462,False
3649,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),14.634256506338826,,49.00056448301348,False
3650,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),11.866658246114907,,51.08730724402578,False
3651,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),13.347396599349699,,52.56804559726057,False
3652,ATP(aq) + creatine(aq) = ADP(aq) + phosphocreatine(aq),9.292938432136657,,47.850076888998025,False
3653,(R)-glycerate(aq) + NAD(aq) = hydroxypyruvate(aq) + NADH(aq),24.04446504540887,,78.6252276252941,False
3654,D-glucose(aq) = D-fructose(aq),-0.551488813823314,,-0.5616527550813566,False
3655,D-glucose(aq) = D-fructose(aq),-0.9663999681013311,,-0.9805503268112434,False
3656,D-glucose(aq) = D-fructose(aq),0.027824118627526206,,0.02426979934997131,False
3657,D-glucose(aq) = D-fructose(aq),-0.055645907471888384,,-0.06074188620742796,False
3658,D-glucose(aq) = D-fructose(aq),-0.37363711391393506,,-0.38086930983653244,False
3659,ATP(aq) + D-galactose(aq) = ADP(aq) + D-galactose 1-phosphate(aq),-7.874030388496573,,25.525705437476354,False
3660,ATP(aq) + D-galactose(aq) = ADP(aq) + D-galactose 1-phosphate(aq),-8.07234632216028,,24.648928766107538,False
3661,UDP-L-arabinose(aq) = UDP-D-xylose(aq),-0.0,,1.1368683772161603e-13,False
3662,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-14.601292478370981,,16.780282500275064,False
3663,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-12.319652600611729,,17.741677854668037,False
3664,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-11.60123651104183,,17.785444827013645,False
3665,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-16.193531742473127,,15.147236620375509,False
3666,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-13.632891560150997,,15.62942057905431,False
3667,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-11.007410347910387,,17.589528337986188,False
3668,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-16.046904863267773,,12.758574406865346,False
3669,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-15.174127625169,,13.407958331329986,False
3670,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-12.375844740756447,,16.515994553137403,False
3671,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-15.131063730369434,,15.02377612805077,False
3672,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-14.725297143305939,,16.2521007630331,False
3673,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-15.09355668765757,,13.382712166924007,False
3674,pyrophosphate(aq) + H2O(l) = 2 orthophosphate(aq),-11.206597914140053,,17.50465729744429,False
3675,L-glutamate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + ammonia(aq),31.58319068944542,,84.66436843243716,False
3676,L-glutamate(aq) + NADP(aq) + H2O(l) = 2-oxoglutarate(aq) + NADPH(aq) + ammonia(aq),30.636304167659024,,85.69881997818685,False
3677,"2-methylserine(aq) + tetrahydrofolate(aq) = 5,10-methylenetetrahydrofolate(aq) + D-alanine(aq) + H2O(l)",-2.840634005174574,,-2.957203172938061,False
3678,(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq),16.942554585243997,,72.46917480690273,False
3679,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),4.7707377152119195,,48.953515686758706,False
3680,2-propanol(aq) + NAD(aq) = acetone(aq) + NADH(aq),4.826822805979154,,48.85962946112064,False
